accession	fastq_ftp	fastq_md5	host_tax_id	instrument_platform	instrument_model	host_sex	library_layout	library_selection	project_name	run_accession	sample_accession	sample_title	sex	scientific_name
SAMEA7962837	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5214487/ERR5214487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5214487/ERR5214487_2.fastq.gz	b6027d3bb545d55119bed0bedf96bef6;9f6c38def84e8b7f18fa99cef608ca54		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214487	SAMEA7962837	P2_0_gram_week_8		Equus caballus
SAMEA7962838	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5214488/ERR5214488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5214488/ERR5214488_2.fastq.gz	4c2c62c6b8804af614f28fdfa8d1fe62;05f3e6b769006c9874ac6536424c32fe		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214488	SAMEA7962838	P2_0_gram_week_9		Equus caballus
SAMEA7962839	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5214489/ERR5214489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5214489/ERR5214489_2.fastq.gz	a088d839147beb6adbe3a1a5d0507ce8;b71c1a8efdae3edcd924a935476e099c		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214489	SAMEA7962839	P3_200_gram_week_1		Equus caballus
SAMEA7962840	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5214490/ERR5214490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5214490/ERR5214490_2.fastq.gz	4a241c6aa63692140b13a6eb998ec88e;277ab81e3e872929c917fab39bb91b2a		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214490	SAMEA7962840	P3_0_gram_week_2		Equus caballus
SAMEA7962841	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5214491/ERR5214491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5214491/ERR5214491_2.fastq.gz	a79ab4988032ec1d6a5f9369e8681b83;c7d0878b33ef954ca57a74f30d3d11b9		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214491	SAMEA7962841	P3_400_gram_week_3		Equus caballus
SAMEA7962842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5214492/ERR5214492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5214492/ERR5214492_2.fastq.gz	39d703a5e28b42b3980e84849b444362;39b2b696fb2b53a71f784a5ff7b24e45		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214492	SAMEA7962842	P3_0_gram_week_4		Equus caballus
SAMEA7962843	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5214493/ERR5214493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5214493/ERR5214493_2.fastq.gz	99c371b72403c173f8e3c8e755f60fcf;67471f041df1cd736569c924dc306995		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214493	SAMEA7962843	P3_50_gram_week_5		Equus caballus
SAMEA7962844	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5214494/ERR5214494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5214494/ERR5214494_2.fastq.gz	b4fd89c92bbeff2efff33d02876d9dfe;b1046b0dd7dd6a436e33d937a3968ecf		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214494	SAMEA7962844	P3_0_gram_week_6		Equus caballus
SAMEA7962845	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5214495/ERR5214495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5214495/ERR5214495_2.fastq.gz	509dceec09b564bedb03ab0ac032bcd5;b705a51a0a34bb7e54d6f368e78ffd04		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214495	SAMEA7962845	P3_100_gram_week_7		Equus caballus
SAMEA7962846	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5214496/ERR5214496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5214496/ERR5214496_2.fastq.gz	9437de1a29f4722c6750744b56ce67c0;674006b7a2f9dbc36a86ca5623037e31		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214496	SAMEA7962846	P3_0_gram_week_8		Equus caballus
SAMEA7962847	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5214497/ERR5214497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5214497/ERR5214497_2.fastq.gz	9a28a3cb4bfb6725abc791e1c4a14fe2;cb1c9e3798e10373ae3ca41fd5204a8d		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214497	SAMEA7962847	P3_0_gram_week_9		Equus caballus
SAMEA7962848	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5214498/ERR5214498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5214498/ERR5214498_2.fastq.gz	9570fa0944a4afde5e0edc60cefddca8;8e6f0a3e2475f81c83b1d94eeac3dcf0		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214498	SAMEA7962848	P4_400_gram_week_1		Equus caballus
SAMEA7962849	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5214499/ERR5214499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5214499/ERR5214499_2.fastq.gz	56a888be7c0e37f43863e5eac655d53e;476ba19959a6ad924a931cbebf206fe5		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214499	SAMEA7962849	P4_0_gram_week_2		Equus caballus
SAMEA7962850	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5214500/ERR5214500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5214500/ERR5214500_2.fastq.gz	032aefada86745a36b2d9e2d4465db4e;3198faf699eaabab0fd0cdb9371af0b0		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214500	SAMEA7962850	P4_50_gram_week_3		Equus caballus
SAMEA7962851	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5214501/ERR5214501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5214501/ERR5214501_2.fastq.gz	8d6f859cb113fb27361bb0f7668c3bd0;a992cbfa4c5a24d1768c4ea848adabc0		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214501	SAMEA7962851	P4_0_gram_week_4		Equus caballus
SAMEA7962852	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5214502/ERR5214502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5214502/ERR5214502_2.fastq.gz	90505a399dfc696c3304c9ca1f5bd389;3cb5ade6fda6e9aff01d7336e79d3bd6		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214502	SAMEA7962852	P4_100_gram_week_5		Equus caballus
SAMEA7962853	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5214503/ERR5214503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5214503/ERR5214503_2.fastq.gz	e9031bc6e72f8d96f209dc2f65f1fc16;66d0f4d9f1f21a8c94d3c795059594fc		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214503	SAMEA7962853	P4_0_gram_week_6		Equus caballus
SAMEA7962854	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5214504/ERR5214504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5214504/ERR5214504_2.fastq.gz	47765c3ed9f3732aaaf50b93de57159a;329f8785690a6c263c59b947c0fff034		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214504	SAMEA7962854	P4_200_gram_week_7		Equus caballus
SAMEA7962855	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5214505/ERR5214505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5214505/ERR5214505_2.fastq.gz	dba0e26859fbf158e79290dc09a6412d;1cf7f0bfb3bda20fa422739596cda60a		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214505	SAMEA7962855	P4_0_gram_week_8		Equus caballus
SAMEA7962856	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5214506/ERR5214506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5214506/ERR5214506_2.fastq.gz	2a43a0c075cfd7d501069a4743f317e3;3441d02f404403b57fac498ddf04462e		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214506	SAMEA7962856	P4_0_gram_week_9		Equus caballus
SAMEA7962857	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5214507/ERR5214507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5214507/ERR5214507_2.fastq.gz	102db39e7e1081b54418e4428295dc7c;b01fce4acd72acb2505d84e1c4a30919		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214507	SAMEA7962857	P5_0_gram_week_1		Equus caballus
SAMEA7962858	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5214508/ERR5214508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5214508/ERR5214508_2.fastq.gz	8a2742ecd5301d071bf8c3338887abf6;1ce07f9eca3cb42f307eec7e9313e9fb		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214508	SAMEA7962858	P5_50_gram_week_2		Equus caballus
SAMEA7962859	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5214509/ERR5214509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5214509/ERR5214509_2.fastq.gz	c0e7a17eb0f656c2bf2aa0262fa777f5;1a3f10dbc6aca1d2d227a78fb4e2fb76		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214509	SAMEA7962859	P5_0_gram_week_3		Equus caballus
SAMEA7962860	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5214510/ERR5214510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5214510/ERR5214510_2.fastq.gz	584476e15ace6750e5e2805baf873c8a;2739a9dfbe025bbb3af9841cff9dbd95		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214510	SAMEA7962860	P5_100_gram_week_4		Equus caballus
SAMEA7962861	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5214511/ERR5214511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5214511/ERR5214511_2.fastq.gz	ab898f1f81fa71e288367d520657b492;96ae12437d25a7c20b58bff8ba53ca99		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214511	SAMEA7962861	P5_0_gram_week_5		Equus caballus
SAMEA7962862	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5214512/ERR5214512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5214512/ERR5214512_2.fastq.gz	8d6ca448d54b0567b19ef2e3256c3eb1;b97b21b11bf120f640bfdda60404eb49		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214512	SAMEA7962862	P5_200_gram_week_6		Equus caballus
SAMEA7962863	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5214513/ERR5214513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5214513/ERR5214513_2.fastq.gz	6fb497211b92068e1ff52772fa764250;ce6f9d7d771a7911266e9441c031217f		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214513	SAMEA7962863	P5_0_gram_week_7		Equus caballus
SAMEA7962864	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5214514/ERR5214514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5214514/ERR5214514_2.fastq.gz	be64525cafdf497c35d84a5ef4887d1d;ee7b917ff4f44e812b13050de19d1eb1		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214514	SAMEA7962864	P5_400_gram_week_8		Equus caballus
SAMEA7962865	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5214515/ERR5214515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5214515/ERR5214515_2.fastq.gz	b9fba9808e89803942d29cacdebfc14b;28cd3a7dca861b1bd2470add3dcb3a78		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214515	SAMEA7962865	P5_0_gram_week_9		Equus caballus
SAMEA7962866	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5214516/ERR5214516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5214516/ERR5214516_2.fastq.gz	07ef4d194b9fe3c7dcdc5d5fd4b6e171;17ce687967a5cc617f2d2b4d0514f2e6		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214516	SAMEA7962866	P6_0_gram_week_1		Equus caballus
SAMEA7962867	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5214517/ERR5214517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5214517/ERR5214517_2.fastq.gz	7be962f29ebc8b8c0c51e2e118a62ae2;66acb0706640cbce742d78923155705e		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214517	SAMEA7962867	P6_100_gram_week_2		Equus caballus
SAMEA7962868	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5214518/ERR5214518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5214518/ERR5214518_2.fastq.gz	3784066b184f2cf416d78cca4c824d57;fb42be56feae5cfb7813982f7671565b		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214518	SAMEA7962868	P6_0_gram_week_3		Equus caballus
SAMEA7962869	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5214519/ERR5214519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5214519/ERR5214519_2.fastq.gz	1171dd70375cb829346dd9cc1d3eacd2;9c1966b5f2cec0b725e30db5830583fa		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214519	SAMEA7962869	P6_200_gram_week_4		Equus caballus
SAMEA7962870	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5214520/ERR5214520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5214520/ERR5214520_2.fastq.gz	69c798f48f4940d64c4f26ca1ac5307d;c90dbbec3e301fae74d8647a100db6fc		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214520	SAMEA7962870	P6_0_gram_week_5		Equus caballus
SAMEA7962871	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5214521/ERR5214521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5214521/ERR5214521_2.fastq.gz	c8fa434c2b904b0c2627a23e638e9c85;bbfb12d3a48e8060a8771d6198c91807		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214521	SAMEA7962871	P6_400_gram_week_6		Equus caballus
SAMEA7962872	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5214522/ERR5214522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5214522/ERR5214522_2.fastq.gz	3210126cac4643230bcaddf3934694f0;6074ea717773aa74ef81becc58fe5396		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214522	SAMEA7962872	P6_0_gram_week_7		Equus caballus
SAMEA7962873	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5214523/ERR5214523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5214523/ERR5214523_2.fastq.gz	8b845175f75867511cf22630e3e08cf7;5a3c31d7e10edeb23efd943fddd4b326		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214523	SAMEA7962873	P6_50_gram_week_8		Equus caballus
SAMEA7962874	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5214524/ERR5214524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/004/ERR5214524/ERR5214524_2.fastq.gz	a7fdee58469c27a829c9b31ef7cbac76;6cb116f04af491fd773c7cd43e1ca4ee		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214524	SAMEA7962874	P6_0_gram_week_9		Equus caballus
SAMEA7962875	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5214525/ERR5214525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/005/ERR5214525/ERR5214525_2.fastq.gz	73a87abbd09c58ac6d19f3b159949fab;34ec7624f41c6a229ff9393b4829af32		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214525	SAMEA7962875	P7_0_gram_week_1		Equus caballus
SAMEA7962876	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5214526/ERR5214526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/006/ERR5214526/ERR5214526_2.fastq.gz	15d720c6ae7ee121260ab1c52c8baab3;d4957b0b42e62dc232cd489c2a028e4c		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214526	SAMEA7962876	P7_400_gram_week_2		Equus caballus
SAMEA7962877	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5214527/ERR5214527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/007/ERR5214527/ERR5214527_2.fastq.gz	74c9e8bc90b1a1b342303bccedbd772a;e06338eb912665ed7f95d46ec2a3635a		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214527	SAMEA7962877	P7_0_gram_week_3		Equus caballus
SAMEA7962878	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5214528/ERR5214528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/008/ERR5214528/ERR5214528_2.fastq.gz	e338674570ed0dde6354fc6bc9f76c19;1ffb4684419d501607446a6797e60134		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214528	SAMEA7962878	P7_50_gram_week_4		Equus caballus
SAMEA7962879	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5214529/ERR5214529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/009/ERR5214529/ERR5214529_2.fastq.gz	ba6e8111e119ebbff373afa64345ce02;4ddd150ff13f75f5aa95180d13f5344b		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214529	SAMEA7962879	P7_0_gram_week_5		Equus caballus
SAMEA7962880	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5214530/ERR5214530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/000/ERR5214530/ERR5214530_2.fastq.gz	2829dcae66c6e42c1d3c18baac4e4679;ba837bb47b1a0d0487d01ccd857a69e0		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214530	SAMEA7962880	P7_100_gram_week_6		Equus caballus
SAMEA7962881	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5214531/ERR5214531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/001/ERR5214531/ERR5214531_2.fastq.gz	46e702328f8f5766d6bdf39076959589;cc13c9f507726b6c3fb38cc5c935c3bc		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214531	SAMEA7962881	P7_0_gram_week_7		Equus caballus
SAMEA7962882	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5214532/ERR5214532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/002/ERR5214532/ERR5214532_2.fastq.gz	ca3be964bb93ba51df1f4c817c95b44c;5fb6be8e0dfc675009b2c82cb19264d6		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214532	SAMEA7962882	P7_200_gram_week_8		Equus caballus
SAMEA7962883	ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5214533/ERR5214533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR521/003/ERR5214533/ERR5214533_2.fastq.gz	b8ec7acd3f72717da0d587e0ac19dbd0;aacaf1e4b0a8ac7f79e236a1a2f2875a		ILLUMINA	Illumina MiSeq		PAIRED	PCR		ERR5214533	SAMEA7962883	P7_0_gram_week_9		Equus caballus
SAMEA2821680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657738/ERR657738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657738/ERR657738_2.fastq.gz	9ce0f4507172a7cfd45f07fd35bde8cb;7b95b8a6b625426d3d4df18fb09835ba		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657738	SAMEA2821680	CGG10022		Equus caballus
SAMEA2821680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657739/ERR657739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657739/ERR657739_2.fastq.gz	1b34c7f5e3c0997cd7007d80c75fd327;a19a181d8adb25138c4e770fd1f8e163		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657739	SAMEA2821680	CGG10022		Equus caballus
SAMEA2821680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657740/ERR657740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657740/ERR657740_2.fastq.gz	89d2f6e521b6ed07f95e420b9d7ffa07;88a2ee4cb047d4e61d473dc4eaa24f50		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657740	SAMEA2821680	CGG10022		Equus caballus
SAMEA2821680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657741/ERR657741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657741/ERR657741_2.fastq.gz	a22bbeb6d96def235f71f75328f558ea;1b11c1b70e7012d935990fd3dcee3ab0		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657741	SAMEA2821680	CGG10022		Equus caballus
SAMEA2821680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657742/ERR657742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657742/ERR657742_2.fastq.gz	ddb84296f8fc3e25ab48f36a9fcfb350;2631309507c1cbe59c511322b57a5f8b		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657742	SAMEA2821680	CGG10022		Equus caballus
SAMEA2821681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657743/ERR657743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657743/ERR657743_2.fastq.gz	b71b55670c5db4b9f6f24600db0dbc22;a92f423bdcc00275c85fed357d01f36e		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657743	SAMEA2821681	CGG10023		Equus caballus
SAMEA2821681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657744/ERR657744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657744/ERR657744_2.fastq.gz	c058137aa843cf8a1fadd1a9add19dae;35ab1364faca76f53c473c5394efcf73		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657744	SAMEA2821681	CGG10023		Equus caballus
SAMEA2821681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657745/ERR657745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657745/ERR657745_2.fastq.gz	7f996f3e37f5c744389efccf3e8e90f0;051a1982386a020d23ed78244d84b62b		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657745	SAMEA2821681	CGG10023		Equus caballus
SAMEA2821681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657746/ERR657746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657746/ERR657746_2.fastq.gz	4b4c9925d3d12787835448025f3a1572;966a82fdeaecc32bc2c9f1687b4f2eba		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657746	SAMEA2821681	CGG10023		Equus caballus
SAMEA2821681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657747/ERR657747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657747/ERR657747_2.fastq.gz	b72471dc4bb2c21dd33b8a203ff53a8a;c921eae3dd0ef761947b213ee7fa53a3		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657747	SAMEA2821681	CGG10023		Equus caballus
SAMEA2821681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657748/ERR657748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657748/ERR657748_2.fastq.gz	7251e3db3ea8ca115af23641d80c2d1a;7aa2a85224d861e9a4b556021aaac3d3		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657748	SAMEA2821681	CGG10023		Equus caballus
SAMEA2821681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657749/ERR657749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657749/ERR657749_2.fastq.gz	24bfef4ddcff7be435897dc69893b1e9;8a449c47b4fcb3bc56d0dc5a6fffe9eb		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657749	SAMEA2821681	CGG10023		Equus caballus
SAMEA2821681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657750/ERR657750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657750/ERR657750_2.fastq.gz	578dd638acdafe170e7414531025c6e9;f435f285e814b369e439e8281f1552f2		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657750	SAMEA2821681	CGG10023		Equus caballus
SAMEA2821681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657751/ERR657751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/ERR657751/ERR657751_2.fastq.gz	89d093c440f9b518cf852f2943230385;cd7d772fada56f796eae3468f7508a1f		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		ERR657751	SAMEA2821681	CGG10023		Equus caballus
